filename,staticO0,dynamicO0,staticO1,dynamicO1,staticOz,dynamicOz,staticO2,dynamicO2,output_O0,output_O1,output_O2,output_Oz
extr_torch7libTHTHAtomic.c_THAtomicCompareAndSwapLong.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_h2odepslibyrmcdscounter.c_yrmcds_cnt_fileno.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxsoundpciens1370.c_snd_ensoniq_create_gameport.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_radare2librasmarchppcgnuppc-opc.c_extract_sprg.c,25,25,17,17,17,17,17,17,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoadreno_common.xml.h_AXXX_CP_RB_CNTL_BLKSZ.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversatapata_serverworks.c_serverworks_osb4_filter.c,11,11,11,11,11,11,11,11,255,255,255,255
extr_gittempfile.h_is_tempfile_active.c,16,16,9,9,9,9,9,9,1,1,1,1
extr_anypixelfirmwarecontrollersrcLEDproto.c_unpack6bit.c,41,41,24,24,18,18,24,24,31,31,31,31
extr_linuxdriversvideofbdevsissis_main.c_sisfb_getheapstart.c,35,35,23,23,19,19,19,19,0,0,0,0
extr_tmuxkey-bindings.c_key_bindings_cmp.c,19,19,10,10,10,10,10,10,1,1,1,1
extr_linuxsoundsocstmstm32_i2s.c_stm32_i2s_readable_reg.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_reactosbaseapplicationsdxdiagd3dtest7.c_D3D7Test.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriverspcmciai82092.c_to_cycles.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversstagingmediaomap4ississ_ipipe.c_ipipe_link_validate.c,18,18,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversnetethernetintelixgbeixgbe_x550.c_ixgbe_write_phy_reg_x550em.c,9,9,5,5,5,5,5,5,0,0,0,0
extr_linuxfsdax.c_dax_fault_return.c,15,15,13,13,13,13,13,13,0,0,0,0
extr_radare2libranal..includer_vector.h_r_vector_empty.c,10,10,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacrate.h_rspec_get_bw.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_php-srcsapilitespeedlsapilib.c_LSAPI_Set_Restored_Parent_Pid.c,10,10,6,6,6,6,6,6,0,0,0,0
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libshift_jisx0213.h_shift_jisx0213_reset.c,28,28,12,12,12,12,12,12,2,2,2,2
extr_linuxdriversmacintoshwindfarm_cpufreq_clamp.c_clamp_get.c,10,10,7,7,7,7,7,7,0,0,0,0
extr_mpvaudiooutao_wasapi.c_uint64_scale.c,39,39,23,23,23,23,23,23,255,255,255,255
extr_darwin-xnubsdnetntstat.c_nstat_control_next_src_ref.c,9,9,7,7,7,7,7,7,480,480,480,480
extr_linuxdriversnetethernetamdxgbexgbe-phy-v2.c_xgbe_phy_valid_speed_basex_mode.c,16,16,6,6,6,6,6,6,0,0,0,0
extr_linuxfsxfslibxfsxfs_format.h_xfs_is_quota_inode.c,26,26,12,12,12,12,12,12,0,0,0,0
extr_linuxtoolsperfuiutil.c_perf_error__unregister.c,11,11,7,7,8,8,7,7,-1,-1,-1,-1
extr_linuxdriversvfioplatformvfio_amba.c_get_amba_irq.c,19,19,11,11,8,8,8,8,0,0,0,0
extr_linuxdriverssocqcomllcc-slice.c_llcc_get_slice_size.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_dtd_xfer_length_height.c,10,10,8,8,8,8,8,8,255,255,255,255
extr_darwin-xnubsdvfskpi_vfs.c_vnode_ismountedon.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_emscriptentestsluasrclstrlib.c_posrelat.c,12,12,7,7,7,7,7,7,255,255,255,255
extr_linuxdriversvideofbdevvfb.c_vfb_setcolreg.c,40,40,35,35,34,34,36,36,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_RB_DEPTH_BUFFER_PITCH.c,10,10,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversparportparport_amiga.c_amiga_read_data.c,6,6,5,5,5,5,5,5,a,a,a,a
extr_linuxsoundsocshfsi.c_fsi_stream_is_play.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversgpudrmimximx-tve.c_clk_tve_di_round_rate.c,22,22,16,16,16,16,20,20,229,229,229,229
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_REG_A3XX_RB_MRT_CONTROL.c,8,8,5,5,5,5,5,5,9408,9408,9408,9408
extr_linuxtoolsperfutilscripting-engines....utilxyarray.h_xyarray__max_x.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversnetwirelessintelipw2x00ipw2200.c_ipw_is_rate_in_mask.c,31,31,18,18,18,18,18,18,0,0,0,0
extr_tenginemodulesngx_http_lua_modulesrcngx_http_lua_time.c_ngx_http_lua_ffi_req_start_time.c,12,12,7,7,7,7,7,7,16726884.351732,16726884.351732,16726884.351732,16726884.351732
extr_linuxdriversfirewirecore-transaction.c_fw_get_request_speed.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversgpudrmmsmhdmihdmi.xml.h_HDMI_8x60_PHY_REG1_OUTVOL_SWING_CTRL.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_kphp-kdbbinlogcheck-binlog.c_file_is_last.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_gittransport.c_transport_refs_pushed.c,15,15,13,13,11,11,13,13,1,1,1,1
extr_linuxarchx86kvmsvm.c_is_external_interrupt.c,16,16,12,12,12,12,12,12,1,1,1,1
extr_FFmpeglibavutilopt.c_hexchar2int.c,17,17,17,17,17,17,17,17,-1,-1,-1,-1
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_RESOLVE_CNTL_2_Y.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_GRAS_2D_SRC_BR_X_X.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PP_INT_COUNT_VAL_LINE_COUNT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_reactosdriversnetworktcpiptcpipainfo.c_GetAddressFileInfo.c,9,9,5,5,5,5,5,5,0,0,0,0
extr_linuxarchpowerpcplatformsmaplepci.c_u4_pcie_cfa1.c,20,20,14,14,14,14,14,14,16777213,16777213,16777213,16777213
extr_linuxdriversgpudrmamdamdgpusi_dpm.c_si_check_s0_mc_reg_index.c,15,15,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversstagingrtlwifihalmachalmac_88xxhalmac_8822b......wifi.h_get_rf_type.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_reactosmodulesrosappsapplicationsscreensaverscylfraccylfrac.c__RGB.c,44,44,25,25,26,26,25,25,-50331648.000000,-50331648.000000,-50331648.000000,-50331648.000000
extr_linuxdriversedaci3000_edac.c_even_rank_attrib.c,9,9,6,6,6,6,6,6,h,h,h,h
extr_linuxdriversmediadvb-frontendsnxt6000.c_nxt6000_fe_get_tune_settings.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_reactosdllwin32secur32winebase64_codec.c_decode.c,23,23,21,21,21,21,21,21,m,m,m,m
extr_linuxdriversnetethernetinteligbigb_ethtool.c_igb_get_sset_count.c,23,23,12,12,12,12,12,12,0,0,0,0
extr_reactossubsystemsmvdmntvdmdosdos32krnlhimem.c_ValidateXmsHandle.c,16,16,9,9,9,9,9,9,1,1,1,1
extr_linuxdriversgpuhost1xhwhw_host1x05_sync.h_host1x_sync_cf_setup_base_v.c,8,8,6,6,6,6,6,6,255,255,255,255
extr_linuxdriversgpudrmamdamdgpugmc_v8_0.c_gmc_v8_0_convert_vram_type.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_reactosdllwin32msicond.tab.c_num_from_prop.c,29,29,25,25,23,23,22,22,0,0,0,0
extr_gitread-cache.c_is_index_unborn.c,13,13,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversnetwancosa.c_cosa_net_attach.c,17,17,11,11,11,11,11,11,0,0,0,0
extr_linuxsoundcoreseqseq_prioq.c_prioq_match.c,31,31,18,18,18,18,18,18,0,0,0,0
extr_linuxdriversinputtouchscreenpenmount.c_pm_checkpacket.c,28,74,18,38,18,44,21,21,0,0,0,0
extr_labq3map2commonimagelib.c_Align.c,14,14,7,7,7,7,7,7,256,256,256,256
extr_linuxdriversiiolightmax44000.c_max44000_writeable_reg.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmamddisplaydcbiosbios_parser2.c_bios_parser_get_dst_number.c,17,17,7,7,7,7,7,7,0,0,0,0
extr_darwin-xnubsdvfskpi_vfs.c_vnode_issock.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_h2odepspicotlsdepscifrasrctestutil.h_unhex_chr.c,19,19,16,16,16,16,16,16,a,a,a,a
extr_linuxarchx86eventsintelcore.c_is_lbr_from.c,20,20,13,13,13,13,13,13,0,0,0,0
extr_linuxarchpowerpckvmbook3s_64_mmu_hv.c_instruction_is_store.c,16,16,13,13,13,13,13,13,0,0,0,0
extr_linuxsoundsockirkwoodkirkwood-i2s.c_kirkwood_i2s_play_mute.c,20,20,14,14,14,14,14,14,255,255,255,255
extr_reactosbaseshellprogmangrpfile.c_GRPFILE_WriteGroupFile.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-isa.c_byte_to_word_index.c,7,7,6,6,6,6,6,6,63,63,63,63
extr_linuxdriversisdnhisaxl3ni1.c_DecodeSyncParams.c,18,18,9,9,11,11,9,9,255,255,255,255
extr_darwin-xnuosfmkkerntask_policy.c_task_get_cpuusage.c,35,35,19,19,20,20,19,19,0,0,0,0
extr_darknetsrcregion_layer.c_tisnan.c,13,13,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000
extr_linuxkernelworkqueue.c_too_many_workers.c,30,30,17,17,17,17,17,17,0,0,0,0
extr_linuxdriversusbmusbmusb_core.c_musb_indexed_ep_offset.c,8,8,5,5,5,5,5,5,271,271,271,271
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_SP_GS_OUT_REG_B_REGID.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_php-srcsapifpmfpmzlog.c_zlog_set_limit.c,10,10,6,6,6,6,6,6,0,0,0,0
extr_How-to-Make-a-Computer-Operating-Systemsrcsdksrclibcsrcctypeiscntrl.c___ctype_b_loc.c,15,15,10,10,10,10,10,10,0,0,0,0
extr_linuxkernelrelay.c_relay_buf_empty.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversstagingrtl8188eucorertw_mlme.c_rtw_restruct_wmm_ie.c,31,53,19,28,16,28,26,34,255,255,255,255
extr_linuxdriverssbuscharenvctrl.c_envctrl_i2c_globaladdr.c,15,15,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversatalibata.h_sata_pmp_attach.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_darwin-xnubsdnetif_bond.c_bondport_flags_mux_attached.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriverswatchdogpnx4008_wdt.c_pnx4008_wdt_set_timeout.c,10,10,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversinputjoystickgrip_mp.c_bit_parity.c,28,28,20,20,20,20,20,20,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_DRAW_INDX_OFFSET_0_TESS_MODE.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_FFmpeglibavformatmovenc.c_find_fps.c,10,10,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_CS_CONTROL_REG_CONSTLENGTH.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_nginxsrcstreamngx_stream_write_filter_module.c_ngx_stream_write_filter_init.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_linuxtoolsperfuibrowsershists.c_tree__folded_sign.c,11,11,8,8,8,8,8,8,t,t,t,t
extr_kcpikcp.c_ikcp_interval.c,15,15,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_MDP4_LCDC_ACTIVE_HCTL_END.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_rf.c_rtw_freq2ch.c,15,15,13,13,16,16,13,13,1,1,1,1
extr_linuxdriversnetwirelessathath10ksnoc.c_ath10k_snoc_hif_get_target_info.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxdrivershwmonsch5627.c_reg_to_rpm.c,14,14,8,8,8,8,8,8,21178,21178,21178,21178
extr_php-srcextpcrepcre2libsljitsljitNativeTILEGX-encoder.c_get_Dest_X1.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PIPE_CSC_1_MATRIX_COEFF_2_COEFF_23.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_HLSQ_CONTROL_1_REG_FRAGCOORDZWREGID.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmhdmihdmi.xml.h_HDMI_DDC_DATA_DATA.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_reactosdllwin32xmllitereader.c_is_namestartchar.c,68,68,16,16,16,16,16,16,0,0,0,0
extr_kphp-kdbfilesysfilesys-commit-changes.c_get_changed_attrs.c,48,48,25,25,25,25,25,25,31,31,31,31
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_MDP4_PIPE_SRC_FORMAT_A_BPC.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversatalibata-core.c_ata_cable_unknown.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_Craftdepssqlitesqlite3.c_et_getdigit.c,31,31,17,17,18,18,17,17,v,v,v,v
extr_reactosdllwin32msitable.c_mime2utf.c,15,15,15,15,15,15,15,15,95,95,95,95
extr_numpynumpycoresrcmultiarrayiterators.c_iter_length.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_BGAQRCode-Androidzbarsrcmainjnizbarerror.c_zbar_version.c,17,17,13,13,13,13,13,13,0,0,0,0
extr_darwin-xnuosfmkvmvm_pageout.c_upl_get_highest_page.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_FFmpeglibavformatdashdec.c_aligned.c,9,9,6,6,6,6,6,6,256,256,256,256
extr_kphp-kdbsearchsearch-data.c_in_title.c,9,9,7,7,7,7,7,7,0,0,0,0
extr_reactosbaseapplicationsmstscssl_calls.c_mpSizeof.c,22,22,11,11,11,11,11,11,255,255,255,255
extr_nginxsrccorengx_connection.c_ngx_clone_listening.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_numpynumpycoresrcnpymathhalffloat.c_npy_halfbits_to_floatbits.c,49,64,32,37,27,34,32,37,931069952,931069952,931069952,931069952
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_REG_A5XX_VSC_PIPE_DATA_LENGTH_REG.c,8,8,5,5,5,5,5,5,3327,3327,3327,3327
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_SP_VS_OUT_REG_A_COMPMASK.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversscsifnicvnic_wq.h_fnic_wq_desc_used.c,10,10,7,7,7,7,7,7,249,249,249,249
extr_linuxdriversinputtouchscreenchipone_icn8318.c_icn8318_touch_active.c,17,17,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversstagingvt6656card.c_vnt_get_current_tsf.c,11,11,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_DEPTH_BUFFER_INFO_DEPTH_FORMAT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetwirelessathwil6210txrx.h_wil_get_min_tx_ring_id.c,11,11,7,7,7,7,7,7,1,1,1,1
extr_reactosdllcplpowercfgadvanced.c_FindActionIndex.c,23,3328,15,1285,12,1538,15,1285,18446744073709551615,18446744073709551615,18446744073709551615,18446744073709551615
extr_curllibmime.c_encoder_nop_size.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxsoundcorepcm_native.c_snd_pcm_mmap_status.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversi2ci2c-core-base.c_i2c_check_7bit_addr_validity_strict.c,17,17,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5_crtc.c_mdp5_lm_use_fg_alpha_mask.c,13,13,8,8,9,9,8,8,0,0,0,0
extr_darwin-xnuosfmkkerntask_policy.c_proc_task_role_to_darwin_role.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_stbdeprecatedstb_image.c_bitreverse16.c,38,38,21,21,21,21,21,21,65280,65280,65280,65280
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_LM_CURSOR_XY_SRC_Y.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxsoundsoccodecssigmadsp.c_sigmadsp_samplerate_valid.c,12,12,8,8,8,8,8,8,255,255,255,255
extr_reactosbootfreeldrfreeldrlibfsext2.c_Ext2GetInodeFileSize.c,15,15,9,9,9,9,9,9,271,271,271,271
extr_tmuxcolour.c_colour_to_6cube.c,16,16,17,17,14,14,14,14,5,5,5,5
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_TEX_CONST_3_ARRAY_PITCH.c,10,10,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversmfdlm3533-core.c_lm3533_precious_register.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PIPE_CSC_1_POST_CLAMP_REG_HIGH.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_SoftEtherVPNsrcMayaquaCfg.c_CfgCheckCharForName.c,20,20,10,10,11,11,11,11,1,1,1,1
extr_linuxarchpowerpcplatformspseries........driverspcipci.h_pci_dev_specific_disable_acs_redir.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxsoundsoccodecsda7219.c_da7219_volatile_register.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmradeonr100.c_r100_track_compress_size.c,40,40,26,26,25,25,26,26,65536,65536,65536,65536
extr_linuxdriversnetethernetfreescalefmanfman_tgec.c_is_init_done.c,9,9,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_RB_DEPTH_CNTL_ZFUNC.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_simm7_encode.c,15,15,6,6,6,6,6,6,0,0,0,0
extr_nginx-rtmp-modulengx_rtmp_cmd_module.c_ngx_rtmp_cmd_stream_eof.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_reactossdklib3rdpartyfreetypesrcbaseftbbox.c_BBox_Line_To.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversclkat91clk-plldiv.c_clk_plldiv_round_rate.c,16,16,8,8,8,8,8,8,229,229,229,229
extr_linuxdriversnetethernetmarvellmvpp2mvpp2_main.c_mvpp2_egress_port.c,8,8,6,6,6,6,6,6,479,479,479,479
extr_micropythonpysmallint.c_mp_small_int_floor_divide.c,14,14,11,11,11,11,11,11,1,1,1,1
extr_timescaledbsrctelemetrytelemetry.c_char_in_valid_version_digits.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_RB_RENDER_CONTROL_BIN_WIDTH.c,10,10,9,9,9,9,9,9,0,0,0,0
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libtis620.h_tis620_wctomb.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_radare2librdebugpnativedrx.c_drx_next.c,19,54,12,27,12,32,14,14,-1,-1,-1,-1
extr_openpilotphonelibsnanovgnanovg.c_nvg__distPtSeg.c,63,63,36,36,40,40,35,35,0.000000,0.000000,0.000000,0.000000
extr_linuxdriversiioaccelmxc6255.c_mxc6255_is_readable_reg.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmediai2cs5k5baf.c_s5k5baf_clear_error.c,11,11,6,6,6,6,6,6,479,479,479,479
extr_tenginemodulesngx_http_tfs_modulengx_http_tfs_block_cache.c_ngx_http_tfs_block_cache_cmp.c,18,18,11,11,11,11,11,11,1,1,1,1
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_TEX_CONST_0_SAMPLES.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversi2cbussesi2c-synquacer.c_is_lastmsg.c,14,14,9,9,9,9,9,9,1,1,1,1
extr_darwin-xnuosfmkkernzcache.c_zcache_mag_has_space.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversisdngigasetser-gigaset.c_gigaset_chars_in_buffer.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_nginx-rtmp-modulengx_rtmp_access_module.c_ngx_rtmp_access_postconfiguration.c,14,14,13,13,13,13,13,13,0,0,0,0
extr_redissrcrax.c_raxSize.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_The-Art-Of-Programming-By-Julyebookcodec6.9：Trie树.c_compTrieNode.c,19,19,10,10,10,10,10,10,-1,-1,-1,-1
extr_linuxdriversgpudrmmesonmeson_vclk.c_pll_od_to_reg.c,13,13,5,5,5,5,5,5,0,0,0,0
extr_linuxdriverspciprobe.c_pci_bus_crs_vendor_id.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_frr_encode.c,14,14,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversnetwirelesstiwl12xx..wlcoretx.h_wlcore_tx_get_mac80211_queue.c,19,19,9,9,10,10,9,9,481,481,481,481
extr_linuxdriversinfinibandulpopa_vnicopa_vnic_encap.c_opa_vnic_wire_length.c,19,19,11,11,11,11,11,11,60,60,60,60
extr_php-srcextmbstringlibmbflfiltersmbfilter_iso2022jp_2004.c_mbfl_filt_ident_2022jp_2004.c,15,15,12,12,14,14,14,14,255,255,255,255
extr_linuxdriversnetwirelesszydaszd1211rwzd_rf.h_zd_rf_should_patch_cck_gain.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_darwin-xnubsdvfsvfs_subr.c_vnode_iocount.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_RB_2D_DST_INFO_COLOR_SWAP.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_jqsrcjv.c_jvp_refcnt_dec.c,14,14,7,7,7,7,7,7,0,0,0,0
extr_darwin-xnubsdvfskpi_vfs.c_vnode_islnk.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_REG_A5XX_RB_MRT_BASE_LO.c,7,7,7,7,6,6,7,7,59470,59470,59470,59470
extr_reactosbaseapplicationsmstscbsops.c_bs_do_rop.c,14,14,7,7,7,7,7,7,255,255,255,255
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_RB_STENCILREFMASK_BF_STENCILREF.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_darwin-xnubsdnfsgssgss_krb5_mech.c_gss_krb5_der_length_get.c,27,27,14,14,15,15,14,14,-1,-1,-1,-1
extr_linuxdrivershwmonnct6775.c_is_word_sized.c,15,15,10,10,11,11,10,10,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_MRT_BLEND_CONTROL_RGB_SRC_FACTOR.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_tsc_cmp.c,14,14,8,8,8,8,8,8,0,0,0,0
extr_linuxdriverspcihotplugacpiphp_glue.c_acpiphp_get_power_status.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversttysysrq.c_sysrq_key_table_key2index.c,16,16,12,12,12,12,12,12,-1,-1,-1,-1
extr_linuxdriversnetethernetsmscepic100.c_netdev_get_msglevel.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversttyvtvt.c_vtconsole_init_device.c,10,10,7,7,7,7,7,7,0,0,0,0
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso2022_cnext.h_iso2022_cn_ext_reset.c,15,15,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_RBBM_CLOCK_DELAY_SP.c,8,8,5,5,5,5,5,5,371,371,371,371
extr_linuxsoundpcirme9652hdspm.c_HDSPM_bit2freq.c,12,12,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversnetethernetibmibmveth.c_ibmveth_fix_features.c,15,15,14,14,14,14,14,14,255,255,255,255
extr_libuvsrcunixno-proctitle.c_uv_get_process_title.c,14,14,10,10,11,11,10,10,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_A5XX_CP_EXEC_CS_INDIRECT_3_LOCALSIZEY.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversinfinibandhwhfi1verbs.h_cmp_psn.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpiogpio-tegra.c_tegra_gpio_compose.c,16,16,9,9,9,9,9,9,8191,8191,8191,8191
extr_php-srcextgdlibgdgd_interpolation.c_filter_triangle.c,18,18,18,18,18,18,18,18,0.000000,0.000000,0.000000,0.000000
extr_radare2libriopio_http.c_getmalfd.c,10,10,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversstagingrtl8712rtl871x_mlme.c_r8712_restruct_wmm_ie.c,30,51,19,28,16,28,26,34,255,255,255,255
extr_linuxdriversblockvirtio_blk.c_virtblk_add_req_scsi.c,10,10,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversirqchipqcom-irq-combiner.c_irq_nr.c,9,9,6,6,6,6,6,6,255,255,255,255
extr_radare2librutilprint.c_issymbol.c,14,14,8,8,14,14,8,8,0,0,0,0
extr_linuxdriversgpudrmgma500cdv_intel_dp.c_cdv_intel_dp_link_required.c,12,12,10,10,9,9,10,10,8129,8129,8129,8129
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192ee..wifi.h_get_rf_type.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_reactosdlldirectxwinedsoundbuffer.c_is_primary_buffer.c,13,13,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversnetwirelessrealtekrtl8192cuhalrtl8192crtl8192c_rxdesc.c_translate2dbm.c,14,14,8,8,8,8,8,8,33,33,33,33
extr_obs-studiolibobsaudio-monitoringosx....media-ioaudio-io.h_get_audio_channels.c,13,13,5,5,5,5,5,5,0,0,0,0
extr_darwin-xnulibsyscallwrappersspawnposix_spawn.c_posix_spawnattr_setpgroup.c,19,19,11,11,12,12,11,11,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_bs16_encode.c,17,17,10,10,10,10,10,10,1,1,1,1
extr_linuxdriverscryptocaamdesc_constr.h_desc_inline_query.c,33,33,13,13,19,19,15,15,-1,-1,-1,-1
extr_linuxfscephdir.c_fpos_frag.c,8,8,7,7,7,7,7,7,255,255,255,255
