filename,int-bounds,big-arr,big-arr-10x,linked,dlinked,bintree
extr_linuxdriverspnppnpbiospnpbios.h_pnpbios_interface_attach_device.c,0,,1,,,
extr_linuxdriverspowersupplyda9030_battery.c_da9030_reg_to_mA.c,0,1,2,,,
extr_linuxdriversplatformx86thinkpad_acpi.c_add_to_attr_set.c,0,,,,,
extr_linuxdriverspowersupplyda9052-battery.c_ichg_reg_to_mA.c,0,1,2,,,
extr_linuxdriverspowersupplymax1721x_battery.c_max172xx_capacity_to_ps.c,0,1,2,,,
extr_linuxdriverspowersupplyab8500_btemp.c_ab8500_btemp_get_batctrl_temp.c,0,,1,,,
extr_linuxdriverspowersupplymax1721x_battery.c_max172xx_percent_to_ps.c,0,1,2,,,
extr_linuxdriverspowersupplymax17042_battery.c_max17042_property_is_writeable.c,0,,1,,,
extr_linuxdriverspowersupplyda9052-battery.c_volt_reg_to_mV.c,0,1,2,,,
extr_linuxdriverspowersupplybq27xxx_battery.c_bq27xxx_battery_checksum_dm_block.c,0,,,,,
extr_linuxdriverspowersupplybq27xxx_battery.c_bq27xxx_battery_dead.c,0,,1,,,
extr_linuxdriverspowersupplyaxp288_fuel_gauge.c_fuel_gauge_create_debugfs.c,0,,1,,,
extr_linuxdriverspowercapintel_rapl.c_find_nr_power_limit.c,0,,,,,
extr_linuxdriverspnppnpbios..base.h_pnp_option_set.c,0,,1,,,
extr_linuxdriverspnppnpbios..base.h_pnp_option_priority.c,0,,1,,,
extr_linuxdriverspowersupplybq24190_charger.c_bq24190_register_vbus_regulator.c,0,,1,,,
extr_linuxdriverspowerresetqnap-poweroff.c_qnap_power_off_remove.c,0,,1,,,
extr_linuxdriverspowersupplymax1721x_battery.c_max172xx_voltage_to_ps.c,0,1,2,,,
extr_linuxdriverspowersupplytwl4030_charger.c_regval2ua.c,0,1,2,,,
extr_linuxdriverspowersupplyab8500_fg.c_ab8500_fg_convert_mah_to_permille.c,0,,1,,,
extr_linuxdriverspowersupplylp8788-charger.c_lp8788_is_valid_charger_register.c,0,1,2,,,
extr_linuxdriverspnppnpbios..base.h_pnp_option_is_dependent.c,0,,1,,,
extr_linuxdriverspowersupplyaxp288_fuel_gauge.c_fuel_gauge_property_is_writeable.c,0,,1,,,
extr_linuxdriverspowersupplyab8500_fg.c_ab8500_fg_convert_permille_to_mah.c,0,,1,,,
extr_linuxdriverspowersupplybq27xxx_battery.c_bq27xxx_battery_overtemp.c,0,,1,,,
extr_linuxdriverspowersupplyda9030_battery.c_da9030_bat_remove_debugfs.c,0,,1,,,
extr_linuxdriverspowersupplyaxp20x_usb_power.c_axp20x_usb_power_prop_writeable.c,0,,1,,,
extr_linuxdriverspowersupplybq24190_charger.c_bq24190_sysfs_create_group.c,0,,1,,,
extr_linuxdriversplatformx86mlx-platform.c_mlxplat_mlxcpld_volatile_reg.c,0,,1,,,
extr_linuxdriverspowersupplylp8727_charger.c_lp8727_is_high_temperature.c,0,,,,,
extr_linuxdriverspowersupplybq24190_charger.c_bq24190_battery_property_is_writeable.c,0,,1,,,
extr_linuxdriverspowersupplymax1721x_battery.c_max172xx_time_to_ps.c,0,1,2,,,
extr_linuxdriverspowersupplyqcom_smbb.c_smbb_bat_imax_fn.c,0,1,2,,,
extr_linuxdriverspowersupplyab8500_charger.c_ab8500_charger_check_continue_stepping.c,0,,1,,,
extr_linuxdriverspowersupplylp8788-charger.c_lp8788_find_irq_id.c,0,,,,,
extr_linuxdriverspowersupplybq27xxx_battery.c_bq27xxx_battery_undertemp.c,0,,1,,,
extr_linuxdriverspowersupplybq24190_charger.c_bq24190_sysfs_remove_group.c,0,,1,,,
extr_linuxdriverspowersupplybq24257_charger.c_bq24257_is_volatile_reg.c,0,,1,,,
extr_linuxdriverspowerresetrestart-poweroff.c_restart_poweroff_remove.c,0,,1,,,
extr_linuxdriverspowersupplymax14577_charger.c_max14577_get_present.c,0,,,,,
extr_linuxdriverspowersupplyqcom_smbb.c_smbb_vbat_weak_fn.c,0,1,2,,,
extr_linuxdriverspowersupplymax77693_charger.c_max77693_dt_init.c,0,,,,,
extr_linuxdriverspowersupplyqcom_smbb.c_smbb_vbat_det_fn.c,0,1,2,,,
extr_linuxdriverspowersupplytwl4030_charger.c_twl4030_bci_state_to_status.c,0,1,2,,,
extr_linuxdriverspowersupplyadp5061.c_adp5061_prop_writeable.c,0,,1,,,
extr_linuxdriverspowersupplybq2415x_charger.c_bq2415x_update_reported_mode.c,0,,1,,,
extr_linuxdriverspowersupplycharger-manager.c_cm_timer_func.c,0,,1,,,
extr_linuxdriverspowersupplyds2760_battery.c_ds2760_battery_property_is_writeable.c,0,,1,,,
extr_linuxdriverspowersupplypower_supply.h_power_supply_update_leds.c,0,,1,,,
extr_linuxdriverspowersupplytwl4030_charger.c_ua2regval.c,0,1,2,,,
extr_linuxdriverspowersupplyaxp288_fuel_gauge.c_fuel_gauge_remove_debugfs.c,0,,1,,,
extr_linuxdriverspowersupplyaxp20x_battery.c_axp20x_battery_prop_writeable.c,0,,1,,,
extr_linuxdriverspowersupplysmb347-charger.c_smb347_volatile_reg.c,0,,1,,,
extr_linuxdriverspowerresetsyscon-poweroff.c_syscon_poweroff_remove.c,0,,1,,,
extr_linuxdriverspowersupplyqcom_smbb.c_smbb_imax_fn.c,0,1,2,,,
extr_linuxdriverspowersupplyqcom_smbb.c_smbb_vin_fn.c,0,1,2,,,
extr_linuxdriverspowersupplypower_supply.h_power_supply_init_attrs.c,0,,1,,,
extr_linuxdriverspowersupplybq24190_charger.c_bq24190_charger_property_is_writeable.c,0,,1,,,
extr_linuxdriverspowersupplyds2760_battery.c_battery_interpolate.c,,,0,,,
extr_linuxdriverspowersupplypower_supply_core.c_psy_register_thermal.c,0,,1,,,
extr_linuxdriverspowersupplygeneric-adc-battery.c_gab_get_status.c,0,,,1,,
extr_linuxdriverspowersupplyrt9455_charger.c_rt9455_is_writeable_reg.c,0,,1,,,
extr_linuxdriversps3ps3-lpm.c_pm_translate_signal_group_number_on_island4.c,0,1,2,,,
extr_linuxdriverspowersupplyqcom_smbb.c_smbb_charger_writable_property.c,0,,1,,,
extr_linuxdriverspowersupplyaxp288_charger.c_axp288_charger_property_is_writeable.c,0,,1,,,
extr_linuxdriverspowersupplymax1721x_battery.c_max172xx_temperature_to_ps.c,0,1,2,,,
extr_linuxdriverspowersupplysbs-charger.c_sbs_volatile_reg.c,0,,1,,,
extr_linuxdriverspowersupplypower_supply.h_power_supply_remove_triggers.c,0,,1,,,
extr_linuxdriverspowersupplyqcom_smbb.c_smbb_vmax_fn.c,0,1,2,,,
extr_linuxdriverspowersupplypower_supply_core.c_psy_register_cooler.c,0,,1,,,
extr_linuxdriverspowersupplysbs-manager.c_sbsm_gpio_direction_input.c,0,,1,,,
extr_linuxdriversps3ps3-lpm.c_pm_translate_signal_group_number_on_island3.c,0,1,2,,,
extr_linuxdriverspowersupplyrt9455_charger.c_rt9455_is_volatile_reg.c,0,,1,,,
extr_linuxdriverspwmpwm-fsl-ftm.c_fsl_pwm_volatile_reg.c,0,,1,,,
extr_linuxdriverspowersupplybq24257_charger.c_bq24257_power_supply_property_is_writeable.c,0,,1,,,
extr_linuxdriverspowersupplysbs-charger.c_sbs_readable_reg.c,0,,1,,,
extr_linuxdriversptpptp_qoriq.c_qoriq_ptp_nominal_freq.c,0,1,2,,,
extr_linuxdriverspowersupplyab8500_charger.c_ab8500_charger_get_usb_cur.c,0,,,,,
extr_linuxdriversps3ps3-lpm.c_ps3_read_pm07_control.c,0,1,2,,,
extr_linuxdriversps3ps3-lpm.c_pm_translate_signal_group_number_on_island8.c,0,1,2,,,
extr_linuxdriverspowersupplyqcom_smbb.c_smbb_battery_writable_property.c,0,,1,,,
extr_linuxdriverspwmpwm-lpc18xx-sct.c_lpc18xx_pwm_set_polarity.c,0,,,,,
extr_linuxdriverspowersupplys3c_adc_battery.c_calc_full_volt.c,0,1,2,,,
extr_linuxdriversppskc.h_pps_kc_bind.c,0,,,,,
extr_linuxdriverspowersupplyab8500_fg.c_ab8500_fg_battok_calc.c,0,,1,,,
extr_linuxdriversptpptp_clock.c_scaled_ppm_to_ppb.c,0,1,2,,,
extr_linuxdriversps3ps3-lpm.c_pm_bus_word_to_ps3_lv1_bus_word.c,0,1,2,,,
extr_linuxdriverspowersupplyltc2941-battery-gauge.c_ltc294x_property_is_writeable.c,0,,1,,,
extr_linuxdriverspwmpwm-samsung.c_pwm_samsung_parse_dt.c,0,,1,,,
extr_linuxdriverspwmpwm-pca9685.c_pca9685_pwm_is_gpio.c,0,,,,,
extr_linuxdriverspwmpwm-samsung.c_to_tcon_channel.c,0,1,2,,,
extr_linuxdriverspowersupplypower_supply.h_power_supply_create_triggers.c,0,,1,,,
extr_linuxdriverspowersupplytwl4030_charger.c_twl4030_bci_parse_dt.c,0,,1,,,
extr_linuxdriversrapidiodevices....dmadmaengine.h_dma_cookie_init.c,0,,1,,,
extr_linuxdriversps3ps3-lpm.c_pm_translate_signal_group_number_on_island5.c,0,1,2,,,
extr_linuxdriversps3ps3-lpm.c_pm_translate_signal_group_number_on_island2.c,0,1,2,,,
extr_linuxdriverspowersupplypda_power.c_get_irq_flags.c,0,,1,,,
extr_linuxdriverspowersupplypower_supply_core.c_psy_unregister_cooler.c,0,,1,,,
extr_linuxdriversregulatorcore.c_regulator_mode_to_status.c,0,1,2,,,
extr_linuxdriversregulatorcore.c_regulator_check_states.c,0,1,2,,,
extr_linuxdriversppskc.h_pps_kc_remove.c,0,,1,,,
extr_linuxdriversrapidiorio.c_rio_fixup_device.c,0,,1,,,
extr_linuxdriversregulatorlp872x.c_lp872x_is_valid_buck_addr.c,0,1,2,,,
extr_linuxdriversps3ps3-lpm.c_pm_translate_signal_group_number_on_island6.c,0,1,2,,,
extr_linuxdriverspwmpwm-pca9685.c_pca9685_pwm_gpio_probe.c,0,,1,,,
extr_linuxdriversppskc.h_pps_kc_event.c,0,,,,,
extr_linuxdriverspowersupplypower_supply_core.c_psy_unregister_thermal.c,0,,1,,,
extr_linuxdriversregulatorab3100.c_ab3100_regulators_remove.c,0,,1,,,
extr_linuxdriversps3ps3av.c_ps3av_set_hdr.c,0,,,,,
extr_linuxdriverspowersupplytwl4030_charger.c_twl4030_bci_property_is_writeable.c,0,,1,,,
extr_linuxdriversptpptp_clock.c_ptp_clock_index.c,0,,1,,,
extr_linuxdriversrapidiorio.c_rio_get_hdid.c,0,1,2,,,
extr_linuxdriversregulatorinternal.h_of_get_n_coupled.c,0,,1,,,
extr_linuxdriversrapidiodevices....dmadmaengine.h_dma_set_residue.c,0,,1,,,
extr_linuxdriversptpptp_private.h_queue_cnt.c,0,,,,,
extr_linuxdriversrapidiorio-scan.c_rio_is_switch.c,0,,1,,,
extr_linuxdriversptpptp_kvm.c_ptp_kvm_enable.c,0,,,,,
extr_linuxdriverspowersupplywm8350_power.c_wm8350_charge_time_min.c,0,,1,,,
extr_linuxdriversrapidiodevices....dmadmaengine.h_dma_cookie_assign.c,0,,,,,
extr_linuxdriversregulatorltc3589.c_ltc3589_volatile_reg.c,0,,1,,,
extr_linuxdriversregulatortwl-regulator.c_twl4030reg_map_mode.c,0,1,2,,,
extr_linuxdriversregulatoract8865-regulator.c_act8865_pdata_from_dt.c,0,,,,,
extr_linuxdriverspwmpwm-tiehrpwm.c_set_prescale_div.c,0,,,,,
extr_linuxdriversregulatorltc3676.c_ltc3676_readable_reg.c,0,,1,,,
extr_linuxdriversregulatorqcom-rpmh-regulator.c_rpmh_regulator_pmic4_bob_of_map_mode.c,0,1,2,,,
extr_linuxdriversrapidiodevicesrio_mport_cdev.c_rio_mport_match_pw_filter.c,0,,,,,
extr_linuxdriversrapidiodevices....dmadmaengine.h_dmaengine_desc_callback_valid.c,0,,1,,,
extr_linuxdriversregulatorcore.c_rdev_get_id.c,0,,,,,
extr_linuxdriversregulatorhelpers.c_regulator_list_voltage_linear.c,0,,,,,
extr_linuxdriversregulatorcore.c_rdev_get_dev.c,0,,1,,,
extr_linuxdriversptpptp_chardev.c_ptp_open.c,0,,1,,,
extr_linuxdriversregulatorlp8788-buck.c_lp8788_is_valid_buck_addr.c,0,1,2,,,
extr_linuxdriversrapidiodevicesrio_mport_cdev.c_mport_cdev_terminate_dma.c,0,,1,,,
extr_linuxdriversregulatortps51632-regulator.c_is_volatile_reg.c,0,,1,,,
extr_linuxdriversregulatormax77802-regulator.c_max77802_map_mode.c,0,1,2,,,
extr_linuxdriversregulatorcpcap-regulator.c_cpcap_map_mode.c,0,1,2,,,
extr_linuxdriversregulatormax77802-regulator.c_max77802_get_opmode_shift.c,0,1,2,,,
extr_linuxdriversregulatorinternal.h_of_check_coupling_data.c,0,,1,,,
extr_linuxdriversrapidiorio-scan.c_rio_device_has_destid.c,0,,1,,,
extr_linuxdriversregulatoras3722-regulator.c_as3722_ldo3_get_current_limit.c,0,,1,,,
extr_linuxdriversregulatordbx500-prcmu.h_ux500_regulator_debug_init.c,0,,,,,
extr_linuxdriversptpptp_clock.c_ptp_clock_getres.c,0,,,,,
extr_linuxdriversregulatorad5398.c_ad5398_calc_current.c,0,,,,,
extr_linuxdriversregulatorqcom-rpmh-regulator.c_rpmh_regulator_pmic4_ldo_of_map_mode.c,0,1,2,,,
extr_linuxdriversptpptp_dte.c_ptp_dte_enable.c,0,,,,,
extr_linuxdriversrtcrtc-cmos.c_hpet_mask_rtc_irq_bit.c,0,1,2,,,
extr_linuxdriversregulatortps65910-regulator.c_tps65910_get_ctrl_register.c,0,1,2,,,
extr_linuxdriversregulatorarizona-ldo1.c_arizona_ldo1_hc_list_voltage.c,0,,,,,
extr_linuxdriversrapidiodevices....dmadmaengine.h_dmaengine_desc_get_callback.c,0,,,,,
extr_linuxdriversregulatorda9055-regulator.c_da9055_regulator_dt_init.c,0,,,,,
extr_linuxdriversregulatortwl6030-regulator.c_twl6030coresmps_get_voltage.c,0,,1,,,
extr_linuxdriversregulatorqcom-rpmh-regulator.c_rpmh_regulator_pmic4_smps_of_map_mode.c,0,1,2,,,
extr_linuxdriversresetreset-a10sr.c_a10sr_reset_shift.c,0,1,2,,,
extr_linuxdriversresetreset-pistachio.c_pistachio_reset_shift.c,0,1,2,,,
extr_linuxdriversregulatormax8997-regulator.c_max8997_pmic_dt_parse_pdata.c,0,,,,,
extr_linuxdriversrtcrtc-cmos.c_hpet_register_irq_handler.c,0,1,2,,,
extr_linuxdriversresetcore.c_reset_control_is_array.c,0,,1,,,
extr_linuxdriversregulatortwl6030-regulator.c_twl6030coresmps_set_voltage.c,0,,,,,
extr_linuxdriversregulators2mpa01.c_get_ramp_delay.c,0,1,2,,,
extr_linuxdriversptpptp_kvm.c_ptp_kvm_adjfreq.c,0,,1,,,
extr_linuxdriversregulators2mps11.c_get_ramp_delay.c,0,1,2,,,
extr_linuxdriversregulatorda903x.c_check_range.c,0,,,,,
extr_linuxdriversregulatormax8907-regulator.c_max8907_regulator_parse_dt.c,0,,1,,,
extr_linuxdriversregulatortps65910-regulator.c_tps65911_get_ctrl_register.c,0,1,2,,,
extr_linuxdriversregulatorltc3676.c_ltc3676_writeable_reg.c,0,,1,,,
extr_linuxdriversregulatorltc3589.c_ltc3589_readable_reg.c,0,,1,,,
extr_linuxdriversregulatorltc3589.c_ltc3589_writeable_reg.c,0,,1,,,
extr_linuxdriversregulatorltc3676.c_ltc3676_volatile_reg.c,0,,1,,,
extr_linuxdriversrtcrtc-cmos.c_cmos_wake_setup.c,0,,1,,,
extr_linuxdriversregulatormc13xxx.h_mc13xxx_get_num_regulators_dt.c,0,,1,,,
extr_linuxdriversrtcrtc-cmos.c_cmos_of_init.c,0,,1,,,
extr_linuxdriversremoteprocqcom_sysmon.c_sysmon_start.c,0,,1,,,
extr_linuxdriversregulatortps51632-regulator.c_is_write_reg.c,0,,1,,,
extr_linuxdriversrtcrtc-core.h_rtc_dev_prepare.c,0,,1,,,
extr_linuxdriversrtcrtc-core.h_rtc_proc_add_device.c,0,,1,,,
extr_linuxdriversregulatormax77693-regulator.c_max77693_get_regmap.c,0,,,,,
extr_linuxdriversregulatorwm831x-ldo.c_wm831x_gp_ldo_get_optimum_mode.c,0,,1,,,
extr_linuxdriversregulatorwm8350-regulator.c_wm8350_ldo_get_mode.c,0,,1,,,
extr_linuxdriversrtcrtc-cmos.c_cmos_check_acpi_rtc_status.c,0,,,,,
extr_linuxdriversregulatorpfuze100-regulator.c_pfuze_parse_regulators_dt.c,0,,1,,,
extr_linuxdriversregulatorqcom_spmi-regulator.c_spmi_regulator_of_map_mode.c,0,1,2,,,
extr_linuxdriversrtcrtc-ab-b5ze-s3.c_sec_from_timer_a.c,0,,1,,,
extr_linuxdriversrtcrtc-ds1307.c_ds1307_hwmon_register.c,0,,1,,,
extr_linuxdriversrtcrtc-stmp3xxx.c_stmp3xxx_wdt_register.c,0,,1,,,
extr_linuxdriversrtcrtc-cmos.c_hpet_unregister_irq_handler.c,0,1,2,,,
extr_linuxdriversrtcrtc-ds1343.c_ds1343_ioctl.c,0,,1,,,
extr_linuxdriversregulatorwm8400-regulator.c_wm8400_dcdc_get_optimum_mode.c,0,,1,,,
extr_linuxdriversrtcrtc-core.h_rtc_proc_del_device.c,0,,1,,,
extr_linuxdriverss390blockdasd.c_dasd_profile_on.c,0,,1,,,
extr_linuxdriversrtcrtc-hid-sensor-time.c_hid_time_attrib_name.c,0,1,2,,,
extr_linuxdriversrtcrtc-m41t80.c_m41t80_remove.c,0,,1,,,
extr_linuxdriversrtcrtc-cmos.c_hpet_set_periodic_freq.c,0,1,2,,,
extr_linuxdriversrtcrtc-lp8788.c__to_tm_wday.c,0,1,2,,,
extr_linuxdriverss390blockdasd.c_dasd_device_set_stop_bits.c,0,,1,,,
extr_linuxdriverss390blockdasd.c_dasd_profile_exit.c,0,,1,,,
extr_linuxdriversrtcrtc-omap.c_default_rtc_lock.c,0,,1,,,
extr_linuxdriverss390blockdasd_eckd.c_round_up_multiple.c,0,1,2,,,
extr_linuxdriversrtcrtc-abx80x.c_abx80x_remove.c,0,,1,,,
extr_linuxdriversrtcrtc-brcmstb-waketimer.c_brcmstb_waketmr_alarm_enable.c,0,,1,,,
extr_linuxdriversregulatortps65090-regulator.c_is_dcdc.c,0,1,2,,,
extr_linuxdriversregulatorltc3589.c_ltc3589_parse_regulators_dt.c,0,,1,,,
extr_linuxdriversrtcrtc-max8925.c_data_calc.c,0,,,,,
extr_linuxdriverss390blockdasd_eckd.c_ceil_quot.c,0,1,2,,,
extr_linuxdriverss390cioccwreq.c_lpm_adjust.c,0,1,2,,,
extr_linuxdriverss390ciochp.c_info_bit_num.c,0,,,,,
extr_linuxdriversrtcrtc-omap.c_default_rtc_unlock.c,0,,1,,,
extr_linuxdriversrtcrtc-lp8788.c__to_lp8788_wday.c,,,0,,,
extr_linuxdriversrtcrtc-ab-b5ze-s3.c_sec_to_timer_a.c,0,,,,,
extr_linuxdriverss390blockdasd.c_dasd_profile_init.c,0,,,,,
extr_linuxdriversrtcrtc-ds1307.c_ds1307_clks_register.c,0,,1,,,
extr_linuxdriversrtcrtc-efi.c_convert_to_efi_time.c,0,,,,,
extr_linuxdriversremoteprocqcom_common.h_qcom_remove_sysmon_subdev.c,0,,1,,,
extr_linuxdriversrtcrtc-cmos.c_hpet_set_rtc_irq_bit.c,0,1,2,,,
extr_linuxdriverss390charsclp_rw.h_sclp_console_pm_event.c,0,,,,,
extr_linuxdriversrtcrtc-mxc.c_is_imx1_rtc.c,0,,1,,,
extr_linuxdriversrtcrtc-mrst.c_is_intr.c,0,1,2,,,
extr_linuxdriverss390blockdasd_eckd.c_dasd_eckd_cdl_special.c,0,1,2,,,
extr_linuxdriverss390blockdasd_eckd.c_dasd_eckd_cdl_reclen.c,0,1,2,,,
extr_linuxdriversrtcrtc-mrst.c_mrst_poweroff.c,0,,1,,,
extr_linuxdriverss390blockdasd_eckd.c_set_ch_t.c,0,,,,,
extr_linuxdriversrtcrtc-hid-sensor-time.c_hid_time_value.c,0,,1,,,
extr_linuxdriversrtcrtc-rx6110.c_rx6110_remove.c,0,,1,,,
extr_linuxdriversrtcrtc-omap.c_rtc_pinctrl_get_groups_count.c,0,,1,,,
extr_linuxdriverss390blockdasd_diag.c_dasd_diag_erp_postaction.c,0,,1,,,
extr_linuxdriverss390blockdasd_diag.c_dasd_diag_handle_terminated_request.c,0,,,,,
extr_linuxdriversrtcrtc-proc.c_is_rtc_hctosys.c,0,,1,,,
extr_linuxdriverss390blockdasd.c_dasd_state_unfmt_to_basic.c,0,,1,,,
extr_linuxdriverss390blockdasd_diag.c_dasd_diag_erp_action.c,0,,1,,,
extr_linuxdriversrtcrtc-pxa.c_tm_calc.c,0,,,,,
extr_linuxdriversrtcrtc-rk808.c_nov2dec_transitions.c,0,,,,,
extr_linuxdriversrtcrtc-ds1685.c_ds1685_rtc_check_mday.c,0,,1,,,
extr_linuxdriversrtcrtc-efi.c_compute_wday.c,0,,1,,,
extr_linuxdriverss390blockdasd_eer.c_dasd_eer_get_filled_bytes.c,0,,,,,
extr_linuxdriverss390blockdasd_eer.c_dasd_eer_get_free_bytes.c,0,,,,,
extr_linuxdriverss390blockdasd_proc.c_dasd_devices_start.c,0,,,,,
extr_linuxdriverss390blockdcssblk.c_dcssblk_thaw.c,0,,1,,,
extr_linuxdriverss390blockdasd_fba.c_ccw_write_no_data.c,0,,,,,
extr_linuxdriverss390blockdasd_fba.c_count_ccws.c,0,1,2,,,
extr_linuxdriverss390blockxpram.c_xpram_getgeo.c,0,,,,,
extr_linuxdriverss390blockdasd_eckd.c_dasd_eckd_erp_postaction.c,0,,1,,,
extr_linuxdriverss390blockdasd_ioctl.c_dasd_ioctl_reset_profile.c,0,,1,,,
extr_linuxdriverss390blockdasd_int.h_dasd_path_get_opm.c,0,,1,,,
extr_linuxdriverss390charraw3270.c_raw3270_request_set_cmd.c,0,,1,,,
extr_linuxdriversrtcrtc-rs5c372.c_rs5c_sysfs_unregister.c,0,,1,,,
extr_linuxdriverss390charraw3270.c_raw3270_pm_unfreeze.c,0,,1,,,
extr_linuxdriverss390charraw3270.c_raw3270_probe.c,0,,1,,,
extr_linuxdriverss390blockdasd_eckd.c_dasd_eckd_hpf_enabled.c,0,,,,,
extr_linuxdriverss390charsclp.c___sclp_can_add_request.c,0,,1,,,
extr_linuxdriverss390charsclp_pci.c_sclp_pci_check_report.c,0,,,,,
extr_linuxdriverss390chartape_3590.c_check_ext_kekl.c,0,,,,,
extr_linuxdriverss390charsclp_quiesce.c_sclp_quiesce_pm_event.c,0,,1,,,
extr_linuxdriverss390charsclp_rw.c_sclp_buffer_space.c,0,,,,,
extr_linuxdriverss390charcon3215.c_tty3215_flush_chars.c,0,,1,,,
extr_linuxdriverss390charkeyboard.c_k_ignore.c,0,,1,,,
extr_linuxdriverss390charsclp_rw.c_sclp_chars_in_buffer.c,0,,,,,
extr_linuxdriverss390charsclp_rw.c_sclp_set_htab.c,0,,1,,,
extr_linuxdriverss390chartty3270.c_tty3270_chars_in_buffer.c,0,,1,,,
extr_linuxdriverss390chartty3270.c_tty3270_cr.c,0,,1,,,
extr_linuxdriverss390charzcore.c_zcore_reipl_release.c,0,,,,,
extr_linuxdriverss390ciocmf.c_time_to_nsec.c,0,1,2,,,
extr_linuxdriverss390ciocss.c_cm_enable_mode.c,0,,,,,
extr_linuxdriverss390chartty3270.c_tty3270_flush_buffer.c,0,,1,,,
extr_linuxdriverss390chartty3270.c_tty3270_set_attributes.c,0,,,,,
extr_linuxdriverss390ciodevice_fsm.c_ccw_device_delay_verify.c,0,,,,,
extr_linuxdriverss390ciodevice_fsm.c_ccw_device_nop.c,0,,1,,,
extr_linuxdriverss390charraw3270.c_raw3270_state_final.c,0,,1,,,
extr_linuxdriverss390charraw3270.c_raw3270_state_ready.c,0,,1,,,
extr_linuxdriverss390charsclp_tty.c_sclp_switch_cases.c,,,0,,,
extr_linuxdriverss390charsclp_tty.c_sclp_tty_state_change.c,0,,1,,,
extr_linuxdriverss390chartty3270.c_tty3270_throttle.c,0,,,,,
extr_linuxdriverss390chartty3270.c_tty3270_wait_until_sent.c,0,,1,,,
extr_linuxdriverss390blockdasd_fba.c_dasd_fba_handle_terminated_request.c,0,,,,,
extr_linuxdriverss390ciochp.h_chp_test_bit.c,,,0,,,
extr_linuxdriverss390ciodevice.c_device_is_disconnected.c,0,,,,,
extr_linuxdriverss390ciodevice.h_dev_fsm_final_state.c,0,,,,,
extr_linuxdriverss390cioqdio.h_multicast_outbound.c,0,,,,,
extr_linuxdriverss390blockdasd_fba.c_dasd_fba_erp_action.c,0,,1,,,
extr_linuxdriverss390cryptoap_bus.h_ap_test_bit.c,,,0,,,
extr_linuxdriverss390cryptoap_queue.c_ap_queue_resume.c,0,,1,,,
extr_linuxdriverss390ciodevice_fsm.c_ccw_device_reset_path_events.c,0,,,,,
extr_linuxdriverss390ciodevice_fsm.c_ccw_device_test_sense_data.c,0,,,,,
extr_linuxdriverss390cioccwgroup.c_ccwgroup_probe_ccwdev.c,0,,1,,,
extr_linuxdriverss390cioccwgroup.c_dev_is_ccwgroup.c,0,,,,,
extr_linuxdriverss390cryptozcrypt_msgtype6.c_speed_idx_ep11.c,0,1,2,,,
extr_linuxdriverss390ciofcx.c_tcw_set_tccb.c,0,,,,,
extr_linuxdriverss390ciofcx.c_tcw_set_intrg.c,0,,,,,
extr_linuxdriverss390cryptozcrypt_msgtype6.c_speed_idx_cca.c,0,1,2,,,
extr_linuxdriverss390ciofcx.c_tcw_set_tsb.c,0,,,,,
extr_linuxdriverss390ciodevice_ops.c_ccw_device_set_options_mask.c,0,,,,,
extr_linuxdriverss390ciodevice_pgid.c_pgid_is_reset.c,0,,1,,,
extr_linuxdriverss390ciodevice_status.c_ccw_device_accumulate_esw_valid.c,0,,,,,
extr_linuxdriverss390ciocss.c_css_sch_is_valid.c,0,,,,,
extr_linuxdriverss390ciodevice.c_ccw_device_set_int_class.c,0,,,,,
extr_linuxdriverss390cioqdio_main.c_contains_aobs.c,0,,,,,
extr_linuxdriverss390cioqdio_setup.c_process_ac_flags.c,0,,,,,
extr_linuxdriverss390ciodevice_ops.c_ccw_device_clear_options.c,0,,,,,
extr_linuxdriverss390ciodevice_ops.c_ccw_device_is_multipath.c,0,,,,,
extr_linuxdriverss390ciodevice_ops.c_ccw_device_is_pathgroup.c,0,,,,,
extr_linuxdriverss390ciodevice_ops.c_ccw_device_set_options.c,0,,,,,
extr_linuxdriverss390ciovfio_ccw_cp.c_pfn_array_table_iova_pinned.c,0,,,,,
extr_linuxdriverss390ciovfio_ccw_fsm.c_fsm_io_busy.c,0,,,,,
extr_linuxdriverss390ciovfio_ccw_fsm.c_fsm_nop.c,0,,1,,,
extr_linuxdriverss390ciovfio_ccw_ops.c_vfio_ccw_mdev_get_device_info.c,0,,,,,
extr_linuxdriverss390cioqdio_thinint.c_has_multiple_inq_on_dsci.c,0,,1,,,
extr_linuxdriverss390ciovfio_ccw_cp.c_pfn_array_table_idal_create_words.c,0,,,,,
extr_linuxdriverss390ciovfio_ccw_ops.c_vfio_ccw_mdev_get_irq_info.c,0,,,,,
extr_linuxdriverss390ciovfio_ccw_ops.c_vfio_ccw_mdev_get_region_info.c,0,,,,,
extr_linuxdriverss390netqeth_core_main.c_qeth_get_ipa_adp_type.c,0,,,,,
extr_linuxdriverss390netqeth_core_main.c_qeth_get_mtu_outof_framesize.c,0,1,2,,,
extr_linuxdriverss390ciocio.c_cio_apply_config.c,0,,,,,
extr_linuxdriverss390ciocio.c_cio_check_config.c,0,,,,,
extr_linuxdriverss390cryptoap_queue.c_ap_sm_nop.c,0,,1,,,
extr_linuxdriverss390cryptozcrypt_api.c_is_desired_ep11_card.c,,,0,,,
