name,int-boundsO0,int-boundsO2,int-boundsO3,int-boundsOz,big-arrO0,big-arrO2,big-arrO3,big-arrOz,big-arr-10xO0,big-arr-10xO2,big-arr-10xO3,big-arr-10xOz,linkedO0,linkedO2,linkedO3,linkedOz,dlinkedO0,dlinkedO2,dlinkedO3,dlinkedOz,bintreeO0,bintreeO2,bintreeO3,bintreeOz
extr_linuxarchmipsmmuasm.c_uasm_rel_hi.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversbaseregmapregmap-mmio.c_regmap_mmio_regbits_check.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsautofsautofs_i.h___managed_dentry_clear_managed.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetmarvellmvpp2mvpp2_cls.c_mvpp2_cls_flow_eng_get.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversinfinibandswrxerxe_req.c_save_state.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosdllwin32wbemproxquery.c_is_int.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchsparckernelldc.c_ldc_state.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversnetethernetsunsungem.c_gem_intme.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundpcirme9652hdspm.c_hdspm_clock_source.c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_linuxfsubifslprops.c_get_heap_comp_val.c,229,229,229,229,229,229,229,229,229,229,229,229,,,,,,,,,,,,
extr_linuxtoolslibtraceeventkbuffer-parse.c_kbuffer_missed_events.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_opensslcryptobiobio_lib.c_BIO_set_data.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxsoundpcirme96.c_snd_rme96_getinputtype.c,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,
extr_linuxnettipcmsg.c_align.c,100,100,100,100,256,256,256,256,12,12,12,12,,,,,,,,,,,,
extr_linuxnetnetfilteripsetip_set_hash_netiface.c_hash_netiface4_data_set_flags.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxmmhugetlb.c_get_vma_private_data.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversmediapcitw5864tw5864-video.c_tw5864_from_v4l2_std.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosmodulesrosteststestsglobal_memglobal_mem.c_TEST_CombineStatus.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_reactosdllwin32urlmonbinding.c_stgmed_file_get_result.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_php-srcextdatelibtm2unixtime.c_do_time.c,366100,366100,366100,366100,933555,933555,933555,933555,36610,36610,36610,36610,,,,,,,,,,,,
extr_linuxsoundsoccodecspcm1789.c_pcm1789_accessible_reg.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetphymdio-i2c.c_i2c_mii_valid_phy_id.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_CTL_LAYER_REG_VIG2.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_FFmpeglibavfilteraf_anequalizer.c_chebyshev1_compute_bw_gain_db.c,16777214.999728,16777214.999728,16777214.999728,16777214.999728,16777214.999728,16777214.999728,16777214.999728,16777214.999728,16777214.999728,16777214.999728,16777214.999728,16777214.999728,,,,,,,,,,,,
extr_linuxsoundaoacodecsonyx.c_onyx_snd_vol_info.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_opensslcryptostackstack.c_OPENSSL_sk_set_cmp_func.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversstagingrtl8723bscorertw_mlme.c_rtw_is_same_ibss.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_SP_GS_CTRL_REG0_THREADSIZE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_obs-studiolibobsaudio-monitoringosx....media-io..utilutil_uint128.h_util_lshift64_internal_64.c,"100
0","100
0","100
0","100
0","255
0","255
0","255
0","255
0","10
0","10
0","10
0","10
0",,,,,,,,,,,,
extr_linuxdriversusbhostdwc_otgdwc_otg_hcd.h_dwc_micro_frame_num.c,4,4,4,4,7,7,7,7,2,2,2,2,,,,,,,,,,,,
extr_linuxdriverspcmciapxa2xx_palmld.c_palmld_pcmcia_socket_state.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_opensslcryptokdfsshkdf.c_kdf_sshkdf_size.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_libuicommonattrlist.c_attrHasPos.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwanfarsync.c_fst_attach.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_obs-studiopluginsobs-outputsftl-stream.c_num_buffered_packets.c,119,119,119,119,119,119,119,119,119,119,119,119,,,,,,,,,,,,
extr_linuxsoundsocstmstm32_spdifrx.c_stm32_spdifrx_info.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetnetronomenfpnfpcorenfp_cpp.h_NFP_CPP_ID_TOKEN_of.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundcoreseqseq_timer.c_seq_timer_reset.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversdax..nvdimmnd.h_nd_inc_seq.c,0,0,0,0,1,1,1,1,3,3,3,3,,,,,,,,,,,,
extr_linuxdriverscdromgdrom.c_get_entry_q_ctrl.c,6,6,6,6,15,15,15,15,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversiommurockchip-iommu.c_rk_dte_pt_address.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_WB_DST_PACK_PATTERN_ELEMENT1.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetstmicrostmmacnorm_desc.c_ndesc_clear.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetmellanoxmlx5corefpgacore.c_mlx5_fpga_device_name.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxarcharmprobesuprobescore.c_arch_uretprobe_hijack_return_addr.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_darwin-xnubsdnetkpi_interface.c_ifnet_offload.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdsidsi.xml.h_REG_DSI_14nm_PHY_LN_VREG_CNTRL.c,12900,12900,12900,12900,32740,32740,32740,32740,1380,1380,1380,1380,,,,,,,,,,,,
extr_mpvstreamstream.c_hex2dec.c,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_emscriptensystemliblibcmuslsrctermioscfmakeraw.c_cfmakeraw.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_seafiledaemonwt-monitor-win32.c_reset_overlapped.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxarchx86libcpu.c_x86_family.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdlldirectxwined3dx9_36effect.c_get_parameter_handle.c,67343008,67343008,67343008,67343008,78016528,78016528,78016528,78016528,67343008,67343008,67343008,67343008,,,,,,,,,,,,
extr_linuxdriversgpudrmomapdrmdssdss.c_dss_get_dispc_clk_source.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxsoundcoreseqseq_ports.c_addr_match.c,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_reactosdllwin32msiaction.c_needs_ui_sequence.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_radare2librasmpasm_lm32.c_is_pseudo_instr_mvhi.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriverscryptoux500hashhash_core.c_ahash_noexport.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetfreescalefmanfman_memac.c_is_init_done.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_REG_A6XX_VSC_PIPE_CONFIG_REG.c,3188,3188,3188,3188,3343,3343,3343,3343,3098,3098,3098,3098,,,,,,,,,,,,
extr_linuxdriversnetwirelessralinkrt2x00rt2x00.h_rt2x00_intf.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_GRAS_SC_SCREEN_SCISSOR_TL_0_X.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversttyhvchvsi.c_is_open.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_mimikatzmodulessqlite3_omit.c_sqlite3_str_length.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversspispi-zynqmp-gqspi.c_zynqmp_qspi_setup.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_dtd_get_line_length.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_tim.c_TIM_OCStructInit.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darknetsrcutils.c_constrain_int.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_nodemcu-firmwareappsqlite3sqlite3.c_btreePagecount.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_radare2librbinformatmach0mach0.c_cmd_to_string.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversttyserial82508250_pci.c_serial_pci_is_class_communication.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_wcdbrepairsqliterk_pager.c_sqliterkPagerGetSize.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxarchx86libmisc.c_num_digits.c,3,3,3,3,3,3,3,3,2,2,2,2,,,,,,,,,,,,
extr_reactosdll3rdpartylibpngpngrtran.c_png_init_rgb_transformations.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmediav4l2-corev4l2-ioctl.c_v4l2_video_std_frame_period.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversstaginggreybusoperation.h_gb_operation_set_data.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_raspberry-pi-osexerciseslesson022bl4ckout31srcprintf.c_a2d.c,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_RB_STENCIL_CONTROL_FAIL_BF.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_hashcatsrcmodulesmodule_17300.c_module_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxsoundsocstmstm32_spdifrx.c_stm32_spdifrx_writeable_reg.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchx86kvmpage_track.c_page_track_mode_is_valid.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_SP_FS_CTRL_REG1_INITIALOUTSTANDING.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_FFmpeglibavformatcafenc.c_codec_flags.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_add_n_Slot_inst16a_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernettoshibatc35815.c_tc35815_read_plat_dev_addr.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnuosfmkkernenergy_perf.c_io_rate_update_register.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_ijkplayerijkmediaijkplayerpipeline..ff_ffplay_def.h_ffp_reset_demux_cache_control.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_kphp-kdbsearchsearch-x-engine.c_convert_rating.c,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,,,,,,,,,,,,
extr_redissrct_zset.c_zslValueLteMax.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_obs-studiodepslzmaliblzmacommonblock_buffer_encoder.c_lzma2_bound.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsbtrfsraid56.c_rbio_stripe_page_index.c,48000,48000,48000,48000,122400,122400,122400,122400,4800,4800,4800,4800,,,,,,,,,,,,
extr_radare2librutilcalc.c_Nsetf.c,"16777215.999728
16777215","16777215.999728
16777215","16777215.999728
16777215","16777215.999728
16777215","16777215.999728
16777215","16777215.999728
16777215","16777215.999728
16777215","16777215.999728
16777215","16777215.999728
16777215","16777215.999728
16777215","16777215.999728
16777215","16777215.999728
16777215",,,,,,,,,,,,
extr_anypixelfirmwarecontrollerThirdPartyETHsrcstm32f4x7_eth.c_ETH_GetDMARxDescFrameLength.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxtoolstestingselftestsptptestptp.c_pctns.c,479000000229,479000000229,479000000229,479000000229,479000000229,479000000229,479000000229,479000000229,479000000229,479000000229,479000000229,479000000229,,,,,,,,,,,,
extr_darwin-xnubsdkernkern_memorystatus.c_is_reason_thrashing.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_iceland.h_mac_iceland_wctomb.c,1,1,1,1,,,,,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_GRAS_SU_POINT_MINMAX_MIN.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversusbcorehcd-pci.c_is_ohci_or_uhci.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsnfsfile.c_nfs_check_flags.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdriversfilesystemsbtrfsgalois.c_galois_double_mask32.c,0,0,0,0,255,255,255,255,0,0,0,0,,,,,,,,,,,,
extr_Craftdepssqlitesqlite3.c_sqlite3_enable_shared_cache.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmediai2ctvaudio.c_tea6320_shift11.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_lua-nginx-modulesrcngx_http_lua_time.c_ngx_http_lua_ffi_req_start_time.c,16726884.351732,16726884.351732,16726884.351732,16726884.351732,16726884.351732,16726884.351732,16726884.351732,16726884.351732,16726884.351732,16726884.351732,16726884.351732,16726884.351732,,,,,,,,,,,,
extr_linuxsoundusbline6pcm.c_snd_line6_impulse_period_info.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversregulatortps65910-regulator.c_tps65910_get_ctrl_register.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversscsibfabfa_fcs.h_bfa_fcs_itnim_get_maxfrsize.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxsoundpcihdapatch_cirrus.c_cs421x_boost_vol_info.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessmarvellmwifiex11n.c_mwifiex_get_sec_chan_offset.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsnotifydnotifydnotify.c_convert_arg.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmamddisplayamdgpu_dmamdgpu_dm.c_reduce_mode_colour_depth.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darknetsrcstb_image.h_stbi__bitreverse16.c,9728,9728,9728,9728,65280,65280,65280,65280,20480,20480,20480,20480,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_add_Slot_xt_flix64_slot1_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_CONTROL_1_REG_COORDREGID.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversusbmonmon_bin.c_mon_bin_vma_close.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriverspcipcieerr.c_merge_result.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_h2odepsmrubymrbgemsmruby-bin-debuggertoolsmrdbcmdrun.c_dbgcmd_next.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingrtl8192ertllib_crypt_tkip.c_Mk16_le.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_darwin-xnubsdvfsvfs_bio.c_buf_setlblkno.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_DRAW_INDX_OFFSET_2_NUM_INDICES.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversusbdwc2gadget.c_dwc2_gadget_get_chain_limit.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingmediaomap4ississ_video.c_iss_video_s_input.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversttyserialserial_core.c_uart_match_port.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetbrocadebnabfa_ioc.c_bfa_ioc_get_pwwn.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_opensslcryptoengineeng_lib.c_ENGINE_set_flags.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversnetdsamv88e6xxxchip.h_mv88e6xxx_num_gpio.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxfsxfsxfs_buf.c_xfs_buf_vmap_len.c,-229,-229,-229,-229,-229,-229,-229,-229,-229,-229,-229,-229,,,,,,,,,,,,
extr_linuxdriversnetethernetstmicrostmmacstmmac_main.c_stmmac_set_bfsize.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversinfinibandhwqedrqedr_roce_cm.c_qedr_inc_sw_gsi_cons.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtl818xrtl8180sa2400.c_sa2400_rf_calc_rssi.c,32,32,32,32,32,32,32,32,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_get_rx_owner.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_openpilotphonelibsnanovgnanovg.c_nvg__minf.c,-50331648.000000,-50331648.000000,-50331648.000000,-50331648.000000,-50331648.000000,-50331648.000000,-50331648.000000,-50331648.000000,-50331648.000000,-50331648.000000,-50331648.000000,-50331648.000000,,,,,,,,,,,,
extr_linuxdriversmediadvb-frontendsmb86a16.c_smrt_info_get.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VPC_ATTR_TOTALATTR.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsexec.c___bprm_mm_init.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessstcw1200bh.c_wsm_alloc_tx_buffer.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxnetcephcrushcrush.c_crush_bucket_alg_name.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darwin-xnuosfmkkerncoalition.c_coalition_type.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_BGAQRCode-Androidzbarsrcmainjnizbarprocessorposix.c__zbar_event_destroy.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversclkclk.c_clk_nodrv_set_parent.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversi2cbussesi2c-s3c2410.c_is_msglast.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_h2odepspicotlslibpicotls.c_ptls_handshake_is_complete.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_h2odepsmrubymrbgemsmruby-evalsrceval.c_potential_upvar_p.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_zstdliblegacyzstd_v07.c_ZSTDv07_nextSrcSizeToDecompress.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxarchx86pcifixup.c_pci_fixup_piix4_acpi.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_radare2libriopio_bfdbg.c_is_in_base.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_nginx-rtmp-modulengx_rtmp_cmd_module.c_ngx_rtmp_cmd_close_stream.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversatmiphase.c_ia_deque_rtn_q.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmddm-io.c_vm_next_page.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_kphp-kdbstatsxstatsx-data.c_readin_setpos.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_gittrace.h_trace_pass_fl.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversnetethernetinteli40ei40e_ethtool.c_i40e_check_mask.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmamddisplayamdgpu_dmamdgpu_dm.c_amdgpu_dm_i2c_func.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_zstdprogramstimefn.c_UTIL_getSpanTime.c,"999999792
33","999999792
33","999999792
33","999999792
33","999999792
33","999999792
33","999999792
33","999999792
33","999999792
33","999999792
33","999999792
33","999999792
33",,,,,,,,,,,,
extr_linuxdriversnetethernetnetronomenfpnfpcorenfp_cppcore.c_nfp_cpp_explicit_set_signal.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_COMPUTE_CHECKPOINT_3_ADDR_1_LEN.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernettehutitehuti.c_bdx_range_check.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnusecuritymac_vfs.c_mac_vnode_label_init_needed.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxnetrdsib_cm.c_rds_ib_set_protocol.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_HLSQ_CS_NDRANGE_0_LOCALSIZEY.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversvideofbdevgeodelxfb.h_lx_get_pitch.c,1200,1200,1200,1200,7912,7912,7912,7912,16,16,16,16,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_SP_DS_VPC_DST_REG.c,9104,9104,9104,9104,9259,9259,9259,9259,9014,9014,9014,9014,,,,,,,,,,,,
extr_linuxdriversnetethernetfealnx.c_netdev_set_msglevel.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxfsadfsdir_f.c_adfs_f_setpos.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_SP_VS_PARAM_REG_POSREGID.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversthermalcpu_cooling.c_cpufreq_get_max_state.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetmellanoxmlxswspectrum_acl.c_mlxsw_sp_acl_ruleset_block_bound.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_emscriptensystemliblibcmuslsrcthreadpthread_attr_setschedpolicy.c_pthread_attr_setschedpolicy.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_nginx-rtmp-modulengx_rtmp_exec_module.c_ngx_rtmp_exec_postconfiguration.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversscsilpfclpfc_hw.h_lpfc_bgs_get_bidir_bg_prof.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversinfinibandhwocrdmaocrdma.h_ocrdma_get_ae_link_state.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_micropythonportsstm32usbd_cdc_interface.h_usbd_cdc_is_connected.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_SoftEtherVPNsrcNeo6NDIS6.c_NeoNdisSetOptions.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchpowerpcperfpower5+-pmu.c_power5p_limited_pmc_event.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversusbtypectcpci.c_tcpci_to_typec_cc.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxarchx86kvmvmx.c_vmcs_field_width.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdsidsi.xml.h_REG_DSI_28nm_PHY_LN_TEST_STR_1.c,6432,6432,6432,6432,16352,16352,16352,16352,672,672,672,672,,,,,,,,,,,,
extr_reactosdll3rdpartylibtifftif_dirread.c_TIFFReadDirEntryCheckRangeLongLong8.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversscsismartpqismartpqi_init.c_pqi_set_bus_target_lun.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_WB_DST_PACK_PATTERN_ELEMENT3.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmi915i915_gem_clflush.c_i915_clflush_get_driver_name.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darwin-xnuosfmkkernhost.c_host_processor_set_priv.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
